,FuD-Key,letzte Änderung,Dokumenttyp,URL,Nr.,Verfasser,GND (Verfasser),VIAF (Verfasser),Empfänger,GND (Empfänger),VIAF (Empfänger),Datierung (JJJJ-MM-TT),Alternative Datierung,Ausstellungsort,Geonames (Ausstellungsort),Empfangsort,Geonames (Empfangsort),Vorlage,Vollständigkeit des Archivals,Erläuterung Unvollständigkeit,Umfang in Seiten,Anfang des Briefes,Inhaltliche Stichpunkte,Weitere Personen,GND (Weitere Personen),VIAF (Weitere Personen),Orte,Geonames (Orte),Schlagwörter,Editionen,Vermerk,Bestand,Verweise,Digitalisate: Dateiname (Signatur),Zitierempfehlung,year,decade
9432,CdS-b1-03cr,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/4443,C06/S43/377-379,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Laya, Jean-Louis",http://d-nb.info/gnd/116847182,http://viaf.org/viaf/49227876,1818-07-26,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,4,"Il y a bien longtemps, Monsieur, que je projette de vous écrire, ","Krankheit des L. B. Francq (Auszehrung und innere Schmerzen). Befürchtung der CdS, dass er sich nicht mehr erholt. Unwissenheit der Pariser und deutschen Ärzte. Arztgläubigkeit des L. B. Francq, die sein Ende beschleunigt. Möglichkeit seines Todes in Dyck. Trost und Hilfe bei einem solchen Schicksalsschlag in der Stadt. Auf dem Land ist man sich selbst überlassen. Freude über Rede des L. vor der Académie. Lob. Mischung aus Philosophie und Eloquenz. Bescheidenere Erfahrung der CdS mit solchen Schriften durch ihre Mitgliedschaft in verschiedenen Lycées. Schwierigkeit einer solchen Schrift. Freude über positives Urteil des L. über ihren „Discours“. Überzeugung, dass er mehr als nur eine einfache „mention“ verdient hätte. Reue über diese Angelegenheit und Wunsch, sie rückgängig zu machen. Großes Ausmaß dieser unwichtigen Angelegenheit durch unangenehme Lage der CdS. Bitte um Vertraulichkeit. CdS zeigt Schwäche nur vor Freunden. Schwierigkeit für CdS, ein Prosawerk und keine Verse zu schreiben. Mögliche Veröffentlichung beigelegter scherzhafter Strophen über die Romantiker durch Sauvo (Fußnote: Veröffentlichung im „Moniteur“). Friedlichkeit dieser Schrift passt zur Politik.","Sicard, Roch Ambroise, Abbé; Sauvo, François; Francq, Louis Bernard, baron de; Hompesch-Rurich, Johann Baptist Ludwig Graf von (1759-1833), Vater von Hermann Philipp; Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette",http://d-nb.info/gnd/117465607; n/a; n/a; n/a; n/a,http://viaf.org/viaf/56651011; n/a; n/a; n/a; n/a,,,Briefpartner/Werk; CdS: Discours sur le bonheur que procure l'étude (1817),,,Toulon,0,CdS-b1-03cr-0.jpg (C06/S43/377 ); CdS-b1-03cr-1.jpg (C06/S43/378); CdS-b1-03cr-2.jpg (C06/S43/379),"C06/S43/377-379. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/4443.",1818.0,1810
9433,CdS-b1-03dm,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/4474,C06/S43/437-439,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Barbier, Antoine-Alexandre",http://d-nb.info/gnd/116051795,http://viaf.org/viaf/7386511,1819-05-29,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,4,"J'ai reçu votre lettre avec grand plaisir, Monsieur, elle s'est croisée avec la mienne.","Freude über Brief des B. Eindruck der CdS, dass die Pariser die Abgereisten schnell vergessen. Vorstellung der CdS vom Pariser Leben des B. (Theaterbesuch mit Amalric) und sein Aufenthalt auf dem Hof. Unordentlicher Anblick des Hofes im Vergleich mit Pariser Gebäuden. Rat der CdS, den Hof in Stand zu setzen, wie sie es auch getan hat. Positive Rezeption der von B. [veröffentlichten?] „Jeanne d'Arc“. Interesse der CdS an einer Sitzung der Chambres über die Verbannten. CdS will die „Animaux parlants“ nicht lesen. Vorziehen der Übersetzung des Andrieux. B. soll sie über alle Neuerscheinungen auf dem Laufenden halten. Zusendung einer Bücherliste an B. Anteilname an Unglück des F. Faucon. Im Sterben liegender Sekretär des Hauses. Zahlreiche Besuche in Dyck und anstrengende Verpflichtung, diese zu empfangen. Glückwünsche zur baldigen Fertigstellung des „Examen critique“ des B. Italienischer Sekretär der CdS, der ihr beim Briefeschreiben keine Hilfe ist. Freundlich, aber so träge wie ein Deutscher. B. soll einen 'cachet' [Stempel?] der CdS als Erinnerung behalten. Bitte um Neuigkeiten und weitere Briefe.","Amalric, François de Sales; Andrieux, François; Raboteau, Pierre Paul ; Mareschal, Louis-Auguste; Casti, Giovanni Battista; Faulcon de La Parisière, Marie-Félix",http://d-nb.info/gnd/10001495X; http://d-nb.info/gnd/116310197; http://d-nb.info/gnd/1067648739; http://d-nb.info/gnd/131828878; http://d-nb.info/gnd/118668773; http://d-nb.info/gnd/117502944,http://viaf.org/viaf/27404651; http://viaf.org/viaf/2465625; http://viaf.org/viaf/314871000; http://viaf.org/viaf/231326270; http://viaf.org/viaf/95167907; http://viaf.org/viaf/5026185,,,Briefpartner/Werk; Literarisches Geschehen/Neuerscheinung,,,Toulon,0,CdS-b1-03dm-0.jpg (C06/S43/437 ); CdS-b1-03dm-1.jpg (C06/S43/438); CdS-b1-03dm-2.jpg (C06/S43/439),"C06/S43/437-439. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/4474.",1819.0,1810
9442,CdS-b1-03eu,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/4518,C06/S43/536-537,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Barbier, Antoine-Alexandre",http://d-nb.info/gnd/116051795,http://viaf.org/viaf/7386511,1820-04-18,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,unvollständig,"Der Brief bricht nach drei Seiten ab und trägt den Zusatz ""Fragment"".",3,"Excusez, Monsieur et ami, si je ne vous écris pas de ma main;","Diktierter Brief aufgrund von Krankheit der CdS. Artikel des „Conservateur“ über Schrift der CdS: Gleichgültigkeit gegenüber der Kritik, aber Bedauern über halbherziges Lob. Freude über zuverlässige Freunde. Beginnende positive Rezeption in Deutschland. Aufgeklärte Bonner Universität. Lob der Bonner Professoren, das aber nicht einen guten frz. Artikel aufwiegt. Absicht der CdS, ihre Schrift der Académie française zu schicken, und Unklarheit über richtige Vorgehensweise. Neue Bibliotheksordnung der CdS. Subskription der CdS für ein geplantes Buch des Lescallier zum Thema Reisen. Anders als Boileau will CdS ihre Schriften nicht mit historischen Fakten anreichern.","Lescallier, Daniel, baron; Drais, Pierre (Vertrauensmann der CdS); Boileau, Nicolas; Staël, Madame de, eigentl. Anne Louise Germaine de Staël-Holstein, geb. Necker; Schlegel, August Wilhelm; Schlegel, Karl Wilhelm Friedrich von",http://d-nb.info/gnd/131965077; http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/1042472750; http://d-nb.info/gnd/118616617; http://d-nb.info/gnd/118607960; http://d-nb.info/gnd/118607987,http://viaf.org/viaf/44408742; http://viaf.org/viaf/24156073846353862446; http://viaf.org/viaf/233199498; http://viaf.org/viaf/89204033; http://viaf.org/viaf/59123443; http://viaf.org/viaf/59099547,Bonn,https://www.geonames.org/2946447,Constance de Salm - Rezeption; Universität; CdS: Épître à un honnête homme (1820),,,Toulon,0,CdS-b1-03eu-0.jpg (C06/S43/536 ); CdS-b1-03eu-1.jpg (C06/S43/537),"C06/S43/536-537. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/4518.",1820.0,1820
9444,CdS-b1-03ea,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/4498,C06/S43/494-496,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Thurot, Jean-François",http://d-nb.info/gnd/117627445,http://viaf.org/viaf/193518763,1820-02-26,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,5,"J'ai pris la part la plus vive au malheur qui vous est arrivé, mon ancien ami.","Beileid der CdS zum Tod der Mutter des T. Schrecken über Ermordung des Duc de Berry. Unmöglichkeit, diese Schwierigkeiten vorauszusehen. Parteigeist. Fehlende Ruhe im Alter. Eventualität, dass es sich um das letzte Unglück handelt. Durch Erinnerungen verdorbene Zukunft. Unangenehme Situation der CdS. Ende ihrer 'realen Existenz' und Beginn des Alters. Vergangener Ärger und Kummer über ausbleibende Briefe des T. Zusendung einer neuen Schrift der CdS. Unpassende Veröffentlichung zu einem Zeitpunkt, an dem niemand an Literatur denkt. Schwierigkeit der Veröffentlichung bei großer Entfernung. Gewagte Veröffentlichung in diesen Zeiten. Grund für diese Schrift: Langeweile, Isolierung, Humor, Fortschreiten ihrer Karriere. Mögliches Risiko in Frankreich, aber notwendige Veröffentlichung für ihre Position in Deutschland. Wichtigkeit der reinen adeligen Abstammung in Deutschland und Anspielung auf diesbezügliche Ironie Voltaires im „Candide“. CdS bekommt dies immer zu spüren. Talent der CdS als einzige Möglichkeit, ihre Position zu erhöhen und Eindruck zu machen. Unwichtigkeit solcher Dinge in Paris. Unmöglichkeit für CdS besonders in ihrem Alter, sich dauerhaft von solchen Dingen loszumachen. Schriftstellerei als einzig verbliebene Freude, um sich selbst und ihrem Land treu zu bleiben. Geplante Schrift über die Deutschen und Vergleich mit Frankreich und anderen Ländern. Möglicher Titel. Zahlreiche Notizen. Wunsch der CdS, mit dieser Schrift unauffällig ihr Herz auszuschütten, genauso wie in der letzten Schrift. Diesbezüglich Bitte um Vertraulichkeit. Bitte um Kritik des P. und schnelle Antwort. Vertraulicher Charakter dieses Briefs (besonders in Bezug auf ihre Position) und Bitte, ihn zu verbrennen. Nachsatz der CdS: Freude, dass T. den Brief nicht verbrannt hat. Thematisierung der dort geäußerten Gefühle in ihren Memoiren.","Say, Jean-Baptiste; Staël, Madame de, eigentl. Anne Louise Germaine de Staël-Holstein, geb. Necker; Voltaire, eigentl. François Marie Arouet; Berry, Charles Ferdinand d'Artois, duc de; Arthus-Bertrand, Claude",http://d-nb.info/gnd/118820281; http://d-nb.info/gnd/118616617; http://d-nb.info/gnd/118627813; http://d-nb.info/gnd/104142316; http://d-nb.info/gnd/103757754X,http://viaf.org/viaf/64011652; http://viaf.org/viaf/89204033; http://viaf.org/viaf/36925746; http://viaf.org/viaf/47194544; http://viaf.org/viaf/19731914,,,"CdS: Des Allemands comparés aux Français (1826?); CdS: Mes soixante ans, ou Mes souvenirs politiques et littéraires (1833); Deutschland - Wahrnehmung; CdS: Épître à un honnête homme (1820)",,,Toulon,0,CdS-b1-03ea-0.jpg (C06/S43/494 ); CdS-b1-03ea-1.jpg (C06/S43/495); CdS-b1-03ea-2.jpg (C06/S43/496),"C06/S43/494-496. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/4498.",1820.0,1820
9445,CdS-b1-03dy,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/4486,C06/S43/465-466,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Barbier, Antoine-Alexandre",http://d-nb.info/gnd/116051795,http://viaf.org/viaf/7386511,1819-10-25,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,unvollständig,Briefanfang fehlt und ist laut Fußnote nicht auffindbar.,3,"Monsieur Drais va m'envoyer une nouvelle caisse, veuillez y mettre, je vous prie","Bitte um Zusendung einer Bücherkiste mit Neuerscheinungen (Reiseberichte, Romane, Theaterstücke, seichtere Stücke). Lektüre eines schlechten Stücks als Entspannung nach getaner Arbeit. Unterbrechung ihrer Arbeit an der Lobrede des Mentelle, dem Roman etc. aufgrund von Mattheit. Belastungen der CdS: schlechter Gesundheitszustand, Leiden und Tod ihres Schwagers, Reise nach Paris, Kongress. Wiederaufnahme ihrer Arbeit. Möglichkeit, dass die Pariser Wohnung der CdS wieder frei wird und Reisepläne der CdS. Wiederauftauchen des Lambrecht. Intoleranz und schlechte Einflussname des [Abbé?] Grégoire. Ärger über dessen Distanz seit ihrer Scheidung. Wertschätzung der echten Religion und Ablehnung der Unaufrichtigkeit. Bitte um Zusendung von Broschüren als Zusatzinformation zu Zeitungen. Zerstreuung durch Schriften, die zum Lachen bringen. Bücherbestellungen für CdS und Freunde über M. Drais. Erwähnung verschiedener Bekannter. Frage nach Angst des B. vor Gelbfieber","Amalric, François de Sales; Girodet-Trioson, Anne-Louis, eigentl. Girodet de Roussy; Lambrechts, Charles Joseph Mathieu; Mentelle, Edme; Ponce, Nicolas; Drais, Pierre (Vertrauensmann der CdS); Lefrançois de Lalande, Joseph Jérôme; Belderbusch, Graf von; Fleury, Monsieur; Grégoire, Henri, gen. abbé Grégoire",http://d-nb.info/gnd/10001495X; http://d-nb.info/gnd/118817310; http://d-nb.info/gnd/116653175; http://d-nb.info/gnd/100208878; http://d-nb.info/gnd/116265612; http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/104234059; n/a; n/a; http://d-nb.info/gnd/118718657,http://viaf.org/viaf/27404651; http://viaf.org/viaf/27073449; http://viaf.org/viaf/45059554; http://viaf.org/viaf/76326269; http://viaf.org/viaf/9904272; http://viaf.org/viaf/24156073846353862446; http://viaf.org/viaf/95196947; n/a; n/a; http://viaf.org/viaf/88739207,,,,,,Toulon,0,CdS-b1-03dy-0.jpg (C06/S43/465 ); CdS-b1-03dy-1.jpg (C06/S43/466),"C06/S43/465-466. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/4486.",1819.0,1810
9446,CdS-b1-03f8,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/4532,C06/S43/561,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Mecklenburg-Strelitz, Karl Herzog von (Bruder der Therese von Thurn und Taxis)",http://d-nb.info/gnd/120815893,https://viaf.org/viaf/40219125,1820-05-22,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,1,Je m'empresse d'adresser à Votre Altresse Royale un exemplaire d'un petit ouvrage,Zusendung mehrere Exemplare ihrer Schrift und Bitte um Weiterleitung an Mitglieder der preußischen Königsfamilie. Fußnote der CdS: Der Herzog hat bei mehreren in Aachen von CdS organisierten Konzerten den König eingeladen.,"Thurn und Taxis, Therese (Mathilde Amalia), geb. Herzogin zu Mecklenburg(-Strelitz), Fürstin von; Friedrich Wilhelm IV., König von Preußen; Wilhelm Friedrich Ludwig Prinz von Preußen, später Kaiser Wilhelm I.",http://d-nb.info/gnd/121734307; http://d-nb.info/gnd/118535994; http://d-nb.info/gnd/118632884,http://viaf.org/viaf/32860386; http://viaf.org/viaf/172909814; http://viaf.org/viaf/43148190,,,CdS: Épître à un honnête homme (1820),,,Toulon,0,CdS-b1-03f8-0.jpg (C06/S43/561 );  ( ),"C06/S43/561. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/4532.",1820.0,1820
9448,CdS-b1-03fk,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/4544,C06/S43/581-582,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Barbier, Antoine-Alexandre",http://d-nb.info/gnd/116051795,http://viaf.org/viaf/7386511,1820-06-09,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,3,"Ma lettre venait de partir, Monsieur et ami, quand j'ai reçu la vôtre.","Verständnis für Beschwerden des B. über längeres Schweigen der CdS. Freude über einen durch B. erhaltenen Artikel. Bitte um Zusendung eines Artikels des B. Artikel als Freundschaftsbeweis. Dank und Interesse für Schrift des B. Probleme des B. mit der Zensur. Hilfsangebot der CdS. Zurückhaltung der CdS, um nicht über die neuesten Entwicklungen zu sprechen. Abwarten und Hoffnung, dass beide Parteien für den Frieden Kompromisse machen. Sichere Gespräche des B. mit dem Comte de B. Freude der CdS an vertrauensvollen Gesprächen, an denen es ihr in Dyck mangelt.",,,,,,Briefpartner/Werk; Pressefreiheit/Zensur,,,Toulon,0,CdS-b1-03fk-0.jpg (C06/S43/581); CdS-b1-03fk-1.jpg (C06/S43/582),"C06/S43/581-582. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/4544.",1820.0,1820
9564,CdS-b1-03x2,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/5174,C05/S37/077-081,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Jullien de Paris, Marc-Antoine",http://d-nb.info/gnd/118558730,http://viaf.org/viaf/76375537,1830-06-27,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,8,"Je ne sais, Monsieur, de quelles expressions me servir pour excuser mon long silence.","Gesundheits- und Gemütszustand der CdS als Grund für ihre verspätete Antwort auf insgesamt 37 Briefe aus ihrem Freundeskreis. Interesse der CdS für Neuigkeiten aus Paris. Ende des Rheinischen Provinzlandtags. CdS kommt nach sechswöchigem Aufenthalt in Düsseldorf nach Dyck zurück. Unterscheidung zwischen der Partei der „Ultras“ und der der Demokraten, die in Deutschland auch Liberale genannt werden. Machtlosigkeit der Demokraten trotz Mehrheit. Einzige Möglichkeit ist es, sich an den König zu wenden. Versuche der anderen Partei, dies zu verhindern. Parallelen zu der Situation in Frankreich. Ablehnung der preußischen Gesetze. Die Ultras wollen das Feudalsystem wieder einführen. Beliebtheit des SDR als Anführer der Demokraten. Biographische Einzelheiten und Werk des La Rivallière-Frauendorf, „Lettres à sa Majesté le Roi de Prusse“ mit Anschuldigungen gegen preußische Instanzen. Untersuchung des Königs und Ausmaß der Affäre. Bitte um Information zu dem Autor. Erwähnung eines M. Simon in einem der Artikel der CdS. Beilage eines Romans des M. Richard. Erwähnung der CdS in der vorletzten Ausgabe der „Revue“ Js. Neues Buch des Paganel. Interesse für die Familie Js. Entmutigung der CdS, sich in diesem Brief zur Politik zu äußern. Sorge um die französische Jugend in Algier. Missverständnis bezüglich ihres Enkels Alexandre. J. darf ihn ausführen. Diesbezügliche Aufgaben des Drais.","Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Paganel, Camille; Francq, Alexandre de; Drais, Pierre (Vertrauensmann der CdS); La Rivallière-Frauendorf, comte de; Friedrich Wilhelm III., König von Preußen; Richard, Monsieur",http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/101452454; n/a; http://d-nb.info/gnd/1188442287; n/a; http://d-nb.info/gnd/118535986; n/a,http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/15084330; n/a; http://viaf.org/viaf/24156073846353862446; n/a; http://viaf.org/viaf/774683; n/a,Aachen; Düsseldorf; Algier,https://www.geonames.org/3247449; https://www.geonames.org/2934246; https://www.geonames.org/2507480,Constance de Salm - Rezeption; Literarisches Geschehen/Neuerscheinung; Deutschland - Politik,,,Toulon,0,CdS-b1-03x2-0.jpg (C05/S37/077 ); CdS-b1-03x2-1.jpg (C05/S37/078); CdS-b1-03x2-2.jpg (C05/S37/079); CdS-b1-03x2-3.jpg (C05/S37/080); CdS-b1-03x2-4.jpg (C05/S37/081),"C05/S37/077-081. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/5174.",1830.0,1830
9566,CdS-b1-03wc,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/5148,C05/S37/028,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Cordellier-Delanoue, Étienne Casimir Hippolyte",,http://viaf.org/viaf/41831324,1830-02-08,,Paris,https://www.geonames.org/2988507,,,Abschrift,vollständig,,1,"La Princesse de Salm, envoie à Monsieur de la Noue les „Pensées“ qu'elle lui a promises pour la Psyché.","Zusendung der „Pensées“ an Cordellier-Delanoue für die „Psyché“. Umfang 7-8 Seiten, Bitte um Abdruck in derselben Ausgabe, einen Probedruck und das Erscheinungsdatum.","Cordellier-Delanoue, Étienne Casimir Hippolyte",,http://viaf.org/viaf/41831324,,,"Constance de Salm - Vermarktung; CdS: Pensées (1829, 1835, 1846)",,,Toulon,0,CdS-b1-03wc-0.jpg (C05/S37/028),"C05/S37/028. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/5148.",1830.0,1830
9567,CdS-b1-03xe,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/5186,C05/S37/111-113,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Ladoucette, Jean Charles François, baron de",http://d-nb.info/gnd/116643919,http://viaf.org/viaf/89245444,1830-08-30,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,4,"Il me semble, Monsieur le baron, qu'il vous sera agréable de recevoir quelques nouvelles de nos pays","Neuigkeiten zur politischen Lage. Unruhen in Belgien und Bereitschaft des Königs, diese niederzuschlagen. Ratlosigkeit der CdS. CdS erhält Neuigkeiten durch Briefe von flüchtenden Reisenden und Fremden. Vermutlich preußischer Truppenaufzug an der Grenze. Angst der CdS vor Einmischung. Brief des Königs an das Aachener Bürgertum. Ruhige Lage Preußens. Reisepläne der CdS. Aufenthalt französischer „Ultras“ in Aachen. Ablehnung der CdS, den dazugerechneten Bischof von Nancy M. Forbin-Jansen zu empfangen. Krankheit der Mme. Kelleter und des Literaten Ritz. Verkleinerung ihres Aachener und Pariser Freundeskreises durch Todesfälle. Dank, dass L. sich für Canot einsetzt. Mögliche neue Karriere des Canot in Algier. Bitte um Neuigkeiten. Zufriedenheit mit dem Verlauf der politischen Situation.","Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Friedrich Wilhelm III., König von Preußen; Forbin-Janson, Charles, comte de; Ritz, Wilhelm; Kelleter, Herr von; Canot / Canaux, Monsieur (unklar ob Vertrauensmann der Salm-Dyck oder/und Cousin der Francq?)",http://d-nb.info/gnd/120564734; http://d-nb.info/gnd/118535986; http://d-nb.info/gnd/117520039; http://d-nb.info/gnd/1055183825; n/a; n/a,http://viaf.org/viaf/32148970; http://viaf.org/viaf/774683; http://viaf.org/viaf/72173502; http://viaf.org/viaf/309672132; n/a; n/a,Aachen; Brüssel; Lüttich/Liège; Algier,https://www.geonames.org/3247449; https://www.geonames.org/2800866; https://www.geonames.org/2792413; https://www.geonames.org/2507480,Frankreich - Politik; Krieg/Konflikt; Deutschland - Politik; Frankreich - Julirevolution 1830; Reise/Mobilität,,,Toulon,0,CdS-b1-03xe-0.jpg (C05/S37/111 ); CdS-b1-03xe-1.jpg (C05/S37/112); CdS-b1-03xe-2.jpg (C05/S37/113),"C05/S37/111-113. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/5186.",1830.0,1830
9569,CdS-b1-03x9,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/5181,C05/S37/101-102,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Schepeler, Andreas Daniel Berthold von",http://d-nb.info/gnd/130869597,http://viaf.org/viaf/60197947,1830-08-07,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,3,"Je ne puis vous remercier assez, Monsieur le colonel, de la lettre que vous nous avez écrite.","Dank für einen Brief des S. über die Lage in Frankreich, CdS erhält so Informationen, bevor die Zeitungen darüber berichten. Charles X. verdient sein Schicksal. Heldenmut der Pariser. Schwierigkeit für die Franzosen, sich in einer solchen Lage ruhig zu verhalten. Rührung der CdS über die Verwendung der Nationalfarben und Erinnerung an die französische Flagge ihrer Jugend. Ablehnung der neuen Flagge. Wahre Gefühle der Nation treten ans Licht, ein guter König hätte diese kanalisieren können. Baldige erste Reise nach Aachen.","Charles X, König von Frankreich",http://d-nb.info/gnd/118776770,http://viaf.org/viaf/96583780,Aachen,https://www.geonames.org/3247449,Frankreich - Politik; Frankreich - Julirevolution 1830; Französische Revolution,,,Toulon,0,CdS-b1-03x9-0.jpg (C05/S37/101 ); CdS-b1-03x9-1.jpg (C05/S37/102),"C05/S37/101-102. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/5181.",1830.0,1830
